RegionType,State,Name,FIPSCode,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,countyname_x,state_x,ssacounty_x,fipscounty_x,msa_x,l_x,msaname_x,cbsa_x,cbsaname_x,Region,countyname_y,state_y,ssacounty_y,fipscounty_y,msa_y,l_y,msaname_y,cbsa_y,cbsaname_y
County,NJ,Camden County,34007,2.8,2.0,1.7,1.4,1.6,1.6,1.3,CAMDEN,NJ,31160,34007,6160.0,L,"PHILADELPHIA, PA-NJ",15804.0,"Camden, NJ",Northeast,CAMDEN,NJ,31160,34007,6160.0,L,"PHILADELPHIA, PA-NJ",15804.0,"Camden, NJ"
County,NJ,Cape May County,34009,1.6,0.8,0.8,0.8,0.9,0.7,0.4,CAPE MAY,NJ,31180,34009,560.0,,"ATLANTIC-CAPE MAY, NJ",36140.0,"Ocean City, NJ",Northeast,CAPE MAY,NJ,31180,34009,560.0,,"ATLANTIC-CAPE MAY, NJ",36140.0,"Ocean City, NJ"
County,NJ,Essex County,34013,2.3,1.4,1.1,1.0,1.0,1.0,1.0,ESSEX,NJ,31200,34013,5640.0,L,"NEWARK, NJ",35084.0,"Newark-Union, NJ-PA",Northeast,ESSEX,NJ,31200,34013,5640.0,L,"NEWARK, NJ",35084.0,"Newark-Union, NJ-PA"
County,NJ,Gloucester County,34015,2.4,1.7,1.4,1.2,1.1,1.2,1.1,GLOUCESTER,NJ,31220,34015,6160.0,L,"PHILADELPHIA, PA-NJ",15804.0,"Camden, NJ",Northeast,GLOUCESTER,NJ,31220,34015,6160.0,L,"PHILADELPHIA, PA-NJ",15804.0,"Camden, NJ"
County,NJ,Hudson County,34017,1.1,0.9,0.7,0.5,0.6,0.7,0.7,HUDSON,NJ,31230,34017,3640.0,,"JERSEY CITY, NJ",35644.0,"New York-Wayne-White Plains, NY-NJ",Northeast,HUDSON,NJ,31230,34017,3640.0,,"JERSEY CITY, NJ",35644.0,"New York-Wayne-White Plains, NY-NJ"
County,NJ,Hunterdon County,34019,1.0,0.8,0.6,0.5,0.3,0.4,0.2,HUNTERDON,NJ,31250,34019,5015.0,L,"MIDDLESEX-SOMERSET-HUNTERDON, N",35084.0,"Newark-Union, NJ-PA",Northeast,HUNTERDON,NJ,31250,34019,5015.0,L,"MIDDLESEX-SOMERSET-HUNTERDON, N",35084.0,"Newark-Union, NJ-PA"
County,NJ,Mercer County,34021,2.0,1.6,1.2,0.9,0.9,0.7,0.7,MERCER,NJ,31260,34021,8480.0,,"TRENTON, NJ",45940.0,"Trenton-Ewing, NJ",Northeast,MERCER,NJ,31260,34021,8480.0,,"TRENTON, NJ",45940.0,"Trenton-Ewing, NJ"
County,NJ,Middlesex County,34023,1.7,1.3,1.0,0.8,0.9,0.9,0.8,MIDDLESEX,NJ,31270,34023,5015.0,L,"MIDDLESEX-SOMERSET-HUNTERDON, N",20764.0,"Edison, NJ",Northeast,MIDDLESEX,NJ,31270,34023,5015.0,L,"MIDDLESEX-SOMERSET-HUNTERDON, N",20764.0,"Edison, NJ"
County,NJ,Monmouth County,34025,1.8,1.2,1.1,0.8,0.8,0.9,0.7,MONMOUTH,NJ,31290,34025,5190.0,L,"MONMOUTH-OCEAN, NJ",20764.0,"Edison, NJ",Northeast,MONMOUTH,NJ,31290,34025,5190.0,L,"MONMOUTH-OCEAN, NJ",20764.0,"Edison, NJ"
County,NJ,Morris County,34027,1.2,0.8,0.7,0.5,0.5,0.6,0.6,MORRIS,NJ,31300,34027,5640.0,L,"NEWARK, NJ",35084.0,"Newark-Union, NJ-PA",Northeast,MORRIS,NJ,31300,34027,5640.0,L,"NEWARK, NJ",35084.0,"Newark-Union, NJ-PA"
County,NJ,Ocean County,34029,1.9,1.3,1.0,0.8,0.8,1.1,0.9,OCEAN,NJ,31310,34029,5190.0,L,"MONMOUTH-OCEAN, NJ",20764.0,"Edison, NJ",Northeast,OCEAN,NJ,31310,34029,5190.0,L,"MONMOUTH-OCEAN, NJ",20764.0,"Edison, NJ"
County,NJ,Passaic County,34031,1.9,1.3,1.5,0.9,0.7,0.8,0.6,PASSAIC,NJ,31320,34031,875.0,L,"BERGEN-PASSAIC, NJ",35644.0,"New York-Wayne-White Plains, NY-NJ",Northeast,PASSAIC,NJ,31320,34031,875.0,L,"BERGEN-PASSAIC, NJ",35644.0,"New York-Wayne-White Plains, NY-NJ"
County,NJ,Somerset County,34035,1.3,0.9,0.6,0.4,0.5,0.4,0.4,SOMERSET,NJ,31350,34035,5015.0,L,"MIDDLESEX-SOMERSET-HUNTERDON, N",20764.0,"Edison, NJ",Northeast,SOMERSET,NJ,31350,34035,5015.0,L,"MIDDLESEX-SOMERSET-HUNTERDON, N",20764.0,"Edison, NJ"
County,NJ,Sussex County,34037,1.9,1.6,1.3,0.9,1.0,1.0,0.6,SUSSEX,NJ,31360,34037,5640.0,L,"NEWARK, NJ",35084.0,"Newark-Union, NJ-PA",Northeast,SUSSEX,NJ,31360,34037,5640.0,L,"NEWARK, NJ",35084.0,"Newark-Union, NJ-PA"
County,NJ,Union County,34039,2.5,1.6,1.3,1.0,1.3,1.2,1.0,UNION,NJ,31370,34039,5640.0,L,"NEWARK, NJ",35084.0,"Newark-Union, NJ-PA",Northeast,UNION,NJ,31370,34039,5640.0,L,"NEWARK, NJ",35084.0,"Newark-Union, NJ-PA"
County,NM,Bernalillo County,35001,1.8,1.2,1.2,1.1,1.1,1.1,0.9,BERNALILLO,NM,32000,35001,200.0,,"ALBUQUERQUE, NM",10740.0,"Albuquerque, NM",West,BERNALILLO,NM,32000,35001,200.0,,"ALBUQUERQUE, NM",10740.0,"Albuquerque, NM"
County,NM,Dona Ana County,35013,2.0,1.5,1.5,1.2,1.2,1.3,1.1,DONA ANA,NM,32060,35013,4100.0,,"LAS CRUCES, NM",29740.0,"Las Cruces, NM",West,DONA ANA,NM,32060,35013,4100.0,,"LAS CRUCES, NM",29740.0,"Las Cruces, NM"
County,NM,Sandoval County,35043,1.4,0.9,0.9,0.7,1.1,1.0,1.0,SANDOVAL,NM,32210,35043,200.0,,"ALBUQUERQUE, NM",10740.0,"Albuquerque, NM",West,SANDOVAL,NM,32210,35043,200.0,,"ALBUQUERQUE, NM",10740.0,"Albuquerque, NM"
County,NM,Santa Fe County,35049,1.5,1.0,0.6,0.5,0.6,0.6,0.4,SANTA FE,NM,32240,35049,7490.0,,"SANTA FE, NM",42140.0,"Santa Fe, NM",West,SANTA FE,NM,32240,35049,7490.0,,"SANTA FE, NM",42140.0,"Santa Fe, NM"
County,NY,Albany County,36001,1.5,0.9,0.8,0.6,0.7,1.1,0.6,ALBANY,NY,33000,36001,160.0,,"ALBANY-SCHENECTADY-TROY, NY",10580.0,"Albany-Schenectady-Troy, NY",Northeast,ALBANY,NY,33000,36001,160.0,,"ALBANY-SCHENECTADY-TROY, NY",10580.0,"Albany-Schenectady-Troy, NY"
County,NY,Bronx County,36005,2.9,1.6,1.5,1.2,1.1,1.1,0.9,BRONX,NY,33020,36005,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ",Northeast,BRONX,NY,33020,36005,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ"
County,NY,Broome County,36007,1.7,0.7,0.9,0.7,0.5,0.6,0.5,BROOME,NY,33030,36007,960.0,,"BINGHAMTON, NY",13780.0,"Binghamton, NY",Northeast,BROOME,NY,33030,36007,960.0,,"BINGHAMTON, NY",13780.0,"Binghamton, NY"
County,NY,Dutchess County,36027,1.8,1.6,1.2,1.2,1.2,1.0,1.1,DUTCHESS,NY,33230,36027,2281.0,,"DUTCHESS COUNTY, NY",39100.0,"Poughkeepsie-Newburgh-Middletown, NY",Northeast,DUTCHESS,NY,33230,36027,2281.0,,"DUTCHESS COUNTY, NY",39100.0,"Poughkeepsie-Newburgh-Middletown, NY"
County,NY,Erie County,36029,1.9,1.1,1.0,0.8,1.1,1.1,1.0,ERIE,NY,33240,36029,1280.0,L,"BUFFALO-NIAGARA FALLS, NY",15380.0,"Buffalo-Niagara Falls, NY",Northeast,ERIE,NY,33240,36029,1280.0,L,"BUFFALO-NIAGARA FALLS, NY",15380.0,"Buffalo-Niagara Falls, NY"
County,NY,Kings County,36047,1.8,1.4,1.4,1.0,0.9,0.7,0.6,KINGS,NY,33331,36047,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ",Northeast,KINGS,NY,33331,36047,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ"
County,NY,Monroe County,36055,1.6,1.1,0.9,0.7,0.7,0.8,0.8,MONROE,NY,33370,36055,6840.0,L,"ROCHESTER, NY",40380.0,"Rochester, NY",Northeast,MONROE,NY,33370,36055,6840.0,L,"ROCHESTER, NY",40380.0,"Rochester, NY"
County,NY,Nassau County,36059,1.7,1.3,1.2,0.7,0.9,0.8,0.7,NASSAU,NY,33400,36059,5380.0,L,"NASSAU-SUFFOLK, NY",35004.0,"Nassau-Suffolk, NY",Northeast,NASSAU,NY,33400,36059,5380.0,L,"NASSAU-SUFFOLK, NY",35004.0,"Nassau-Suffolk, NY"
County,NY,New York County,36061,0.6,0.5,0.6,0.4,0.5,0.5,0.3,NEW YORK,NY,33420,36061,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ",Northeast,NEW YORK,NY,33420,36061,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ"
County,NY,Niagara County,36063,2.2,0.8,1.1,1.0,1.2,0.9,1.1,NIAGARA,NY,33500,36063,1280.0,L,"BUFFALO-NIAGARA FALLS, NY",15380.0,"Buffalo-Niagara Falls, NY",Northeast,NIAGARA,NY,33500,36063,1280.0,L,"BUFFALO-NIAGARA FALLS, NY",15380.0,"Buffalo-Niagara Falls, NY"
County,NY,Oneida County,36065,1.7,0.8,0.8,1.1,1.1,1.1,0.6,ONEIDA,NY,33510,36065,8680.0,,"UTICA-ROME, NY",46540.0,"U a-Rome, NY",Northeast,ONEIDA,NY,33510,36065,8680.0,,"UTICA-ROME, NY",46540.0,"U a-Rome, NY"
County,NY,Onondaga County,36067,2.6,1.4,0.9,0.7,0.9,1.1,0.7,ONONDAGA,NY,33520,36067,8160.0,,"SYRACUSE, NY",45060.0,"Syracuse, NY",Northeast,ONONDAGA,NY,33520,36067,8160.0,,"SYRACUSE, NY",45060.0,"Syracuse, NY"
County,NY,Orange County,36071,2.2,1.6,1.2,0.9,1.1,1.1,0.8,ORANGE,NY,33540,36071,5660.0,,"NEWBURGH, NY-PA",39100.0,"Poughkeepsie-Newburgh-Middletown, NY",Northeast,ORANGE,NY,33540,36071,5660.0,,"NEWBURGH, NY-PA",39100.0,"Poughkeepsie-Newburgh-Middletown, NY"
County,NY,Queens County,36081,2.0,1.4,1.2,0.9,1.0,0.9,0.8,QUEENS,NY,33590,36081,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ",Northeast,QUEENS,NY,33590,36081,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ"
County,NY,Rensselaer County,36083,3.4,1.4,1.3,0.8,1.3,1.5,1.2,RENSSELAER,NY,33600,36083,160.0,,"ALBANY-SCHENECTADY-TROY, NY",10580.0,"Albany-Schenectady-Troy, NY",Northeast,RENSSELAER,NY,33600,36083,160.0,,"ALBANY-SCHENECTADY-TROY, NY",10580.0,"Albany-Schenectady-Troy, NY"
County,NY,Richmond County,36085,1.6,1.1,1.1,0.9,0.8,0.8,0.8,RICHMOND,NY,33610,36085,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ",Northeast,RICHMOND,NY,33610,36085,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ"
County,NY,Rockland County,36087,1.5,1.4,1.2,0.7,0.8,1.2,0.9,ROCKLAND,NY,33620,36087,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ",Northeast,ROCKLAND,NY,33620,36087,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ"
County,NY,Saratoga County,36091,1.5,0.9,0.7,0.5,0.8,0.8,0.3,SARATOGA,NY,33640,36091,160.0,,"ALBANY-SCHENECTADY-TROY, NY",10580.0,"Albany-Schenectady-Troy, NY",Northeast,SARATOGA,NY,33640,36091,160.0,,"ALBANY-SCHENECTADY-TROY, NY",10580.0,"Albany-Schenectady-Troy, NY"
County,NY,Schenectady County,36093,1.6,1.3,1.4,0.8,1.2,0.8,0.8,SCHENECTADY,NY,33650,36093,160.0,,"ALBANY-SCHENECTADY-TROY, NY",10580.0,"Albany-Schenectady-Troy, NY",Northeast,SCHENECTADY,NY,33650,36093,160.0,,"ALBANY-SCHENECTADY-TROY, NY",10580.0,"Albany-Schenectady-Troy, NY"
County,NY,Suffolk County,36103,2.1,1.5,1.3,0.9,1.0,1.0,0.8,SUFFOLK,NY,33700,36103,5380.0,L,"NASSAU-SUFFOLK, NY",35004.0,"Nassau-Suffolk, NY",Northeast,SUFFOLK,NY,33700,36103,5380.0,L,"NASSAU-SUFFOLK, NY",35004.0,"Nassau-Suffolk, NY"
County,NY,Ulster County,36111,2.5,1.6,1.3,1.1,1.1,1.0,0.8,ULSTER,NY,33740,36111,33.0,,NEW YORK,28740.0,"Kingston, NY",Northeast,ULSTER,NY,33740,36111,33.0,,NEW YORK,28740.0,"Kingston, NY"
County,NY,Westchester County,36119,1.1,0.9,0.7,0.6,0.7,0.6,0.6,WESTCHESTER,NY,33800,36119,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ",Northeast,WESTCHESTER,NY,33800,36119,5600.0,L,"NEW YORK-NEWARK, NY-NJ-PA",35644.0,"New York-Wayne-White Plains, NY-NJ"
County,NC,Alamance County,37001,2.9,2.0,1.9,1.2,1.5,1.5,1.5,ALAMANCE,NC,34000,37001,3120.0,L,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",15500.0,"Burlington, NC",South,ALAMANCE,NC,34000,37001,3120.0,L,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",15500.0,"Burlington, NC"
County,NC,Brunswick County,37019,1.6,1.2,0.9,0.8,0.7,1.1,0.9,BRUNSWICK,NC,34090,37019,9200.0,,"WILMINGTON, NC",48900.0,"Wilmington, NC",South,BRUNSWICK,NC,34090,37019,9200.0,,"WILMINGTON, NC",48900.0,"Wilmington, NC"
County,NC,Buncombe County,37021,1.5,1.2,1.0,0.5,0.8,0.7,0.8,BUNCOMBE,NC,34100,37021,480.0,,"ASHEVILLE, NC",11700.0,"Asheville, NC",South,BUNCOMBE,NC,34100,37021,480.0,,"ASHEVILLE, NC",11700.0,"Asheville, NC"
County,NC,Cabarrus County,37025,2.1,1.8,1.5,0.9,1.1,1.4,1.1,CABARRUS,NC,34120,37025,1520.0,L,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",16740.0,"Charlotte-Gastonia-Concord, NC-SC",South,CABARRUS,NC,34120,37025,1520.0,L,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",16740.0,"Charlotte-Gastonia-Concord, NC-SC"
County,NC,Catawba County,37035,3.2,2.2,1.6,1.5,2.2,1.4,1.8,CATAWBA,NC,34170,37035,3290.0,,"HICKORY-MORGANTON-LENOIR, NC",25860.0,"Hickory-Lenoir-Morganton, NC",South,CATAWBA,NC,34170,37035,3290.0,,"HICKORY-MORGANTON-LENOIR, NC",25860.0,"Hickory-Lenoir-Morganton, NC"
County,NC,Cumberland County,37051,1.9,1.5,1.5,1.2,1.0,1.1,1.2,CUMBERLAND,NC,34250,37051,2560.0,,"FAYETTEVILLE, NC",22180.0,"Fayetteville, NC",South,CUMBERLAND,NC,34250,37051,2560.0,,"FAYETTEVILLE, NC",22180.0,"Fayetteville, NC"
County,NC,Davidson County,37057,2.6,1.8,1.7,1.8,1.8,1.7,1.7,DAVIDSON,NC,34280,37057,3120.0,L,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",,,South,DAVIDSON,NC,34280,37057,3120.0,L,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",,
County,NC,Durham County,37063,1.4,1.2,1.0,1.0,0.7,0.8,0.8,DURHAM,NC,34310,37063,6640.0,L,"RALEIGH-DURHAM-CHAPEL HILL, NC",20500.0,"Durham, NC",South,DURHAM,NC,34310,37063,6640.0,L,"RALEIGH-DURHAM-CHAPEL HILL, NC",20500.0,"Durham, NC"
County,NC,Forsyth County,37067,2.3,1.9,1.5,1.2,1.4,1.4,1.3,FORSYTH,NC,34330,37067,3120.0,L,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",49180.0,"Winston-Salem, NC",South,FORSYTH,NC,34330,37067,3120.0,L,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",49180.0,"Winston-Salem, NC"
County,NC,Gaston County,37071,2.4,1.7,1.3,1.0,1.3,1.8,1.4,GASTON,NC,34350,37071,1520.0,L,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",16740.0,"Charlotte-Gastonia-Concord, NC-SC",South,GASTON,NC,34350,37071,1520.0,L,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",16740.0,"Charlotte-Gastonia-Concord, NC-SC"
County,NC,Guilford County,37081,1.8,1.4,1.2,0.9,1.0,1.0,1.0,GUILFORD,NC,34400,37081,3120.0,L,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",24660.0,"Greensboro-High Point, NC",South,GUILFORD,NC,34400,37081,3120.0,L,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",24660.0,"Greensboro-High Point, NC"
County,NC,Iredell County,37097,1.9,1.5,1.7,1.4,0.9,1.2,1.5,IREDELL,NC,34480,37097,34.0,,NORTH CAROLINA,,,South,IREDELL,NC,34480,37097,34.0,,NORTH CAROLINA,,
County,NC,Johnston County,37101,1.7,1.5,1.0,1.1,1.0,0.7,1.1,JOHNSTON,NC,34500,37101,6640.0,L,"RALEIGH-DURHAM-CHAPEL HILL, NC",39580.0,"Raleigh-Cary, NC",South,JOHNSTON,NC,34500,37101,6640.0,L,"RALEIGH-DURHAM-CHAPEL HILL, NC",39580.0,"Raleigh-Cary, NC"
County,NC,Mecklenburg County,37119,1.8,1.4,1.1,1.0,1.0,0.8,0.7,MECKLENBURG,NC,34590,37119,1520.0,L,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",16740.0,"Charlotte-Gastonia-Concord, NC-SC",South,MECKLENBURG,NC,34590,37119,1520.0,L,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",16740.0,"Charlotte-Gastonia-Concord, NC-SC"
County,NC,New Hanover County,37129,1.5,1.0,1.0,0.7,0.6,0.7,1.0,NEW HANOVER,NC,34640,37129,9200.0,,"WILMINGTON, NC",48900.0,"Wilmington, NC",South,NEW HANOVER,NC,34640,37129,9200.0,,"WILMINGTON, NC",48900.0,"Wilmington, NC"
County,NC,Onslow County,37133,1.7,1.4,1.3,1.2,1.5,1.3,1.1,ONSLOW,NC,34660,37133,3605.0,,"JACKSONVILLE, NC",27340.0,"Jacksonville, NC",South,ONSLOW,NC,34660,37133,3605.0,,"JACKSONVILLE, NC",27340.0,"Jacksonville, NC"
County,NC,Pitt County,37147,2.3,1.8,1.6,1.0,1.3,1.8,1.4,PITT,NC,34730,37147,3150.0,,"GREENVILLE, NC",24780.0,"Greenville, NC",South,PITT,NC,34730,37147,3150.0,,"GREENVILLE, NC",24780.0,"Greenville, NC"
County,NC,Union County,37179,2.0,1.2,1.1,0.7,0.8,1.0,0.8,UNION,NC,34890,37179,1520.0,L,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",16740.0,"Charlotte-Gastonia-Concord, NC-SC",South,UNION,NC,34890,37179,1520.0,L,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",16740.0,"Charlotte-Gastonia-Concord, NC-SC"
County,NC,Wake County,37183,1.3,0.9,0.8,0.6,0.6,0.6,0.5,WAKE,NC,34910,37183,6640.0,L,"RALEIGH-DURHAM-CHAPEL HILL, NC",39580.0,"Raleigh-Cary, NC",South,WAKE,NC,34910,37183,6640.0,L,"RALEIGH-DURHAM-CHAPEL HILL, NC",39580.0,"Raleigh-Cary, NC"
County,ND,Cass County,38017,1.1,0.7,0.6,0.4,0.4,0.7,0.6,CASS,ND,35080,38017,2520.0,,"FARGO-MOORHEAD, ND-MN",22020.0,"Fargo, ND-MN",Midwest,CASS,ND,35080,38017,2520.0,,"FARGO-MOORHEAD, ND-MN",22020.0,"Fargo, ND-MN"
County,OH,Butler County,39017,1.3,0.9,0.7,0.6,0.6,0.5,0.7,BUTLER,OH,36080,39017,3200.0,,"HAMILTON-MIDDLETOWN, OH",17140.0,"Cincinnati-Middletown, OH-KY-IN",Midwest,BUTLER,OH,36080,39017,3200.0,,"HAMILTON-MIDDLETOWN, OH",17140.0,"Cincinnati-Middletown, OH-KY-IN"
County,OH,Clermont County,39025,1.7,1.1,1.2,0.4,0.7,0.7,0.3,CLERMONT,OH,36120,39025,1640.0,L,"CINCINNATI, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN",Midwest,CLERMONT,OH,36120,39025,1640.0,L,"CINCINNATI, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN"
County,OH,Cuyahoga County,39035,2.0,1.5,1.1,0.8,1.0,1.1,1.0,CUYAHOGA,OH,36170,39035,1680.0,L,"CLEVELAND-LORAIN-ELYRIA, OH",17460.0,"Cleveland-Elyria-Mentor, OH",Midwest,CUYAHOGA,OH,36170,39035,1680.0,L,"CLEVELAND-LORAIN-ELYRIA, OH",17460.0,"Cleveland-Elyria-Mentor, OH"
County,OH,Delaware County,39041,0.9,0.5,0.4,0.4,0.4,0.5,0.4,DELAWARE,OH,36210,39041,1840.0,L,"COLUMBUS, OH",18140.0,"Columbus, OH",Midwest,DELAWARE,OH,36210,39041,1840.0,L,"COLUMBUS, OH",18140.0,"Columbus, OH"
County,OH,Fairfield County,39045,2.0,1.5,0.7,0.8,0.8,1.2,0.8,FAIRFIELD,OH,36230,39045,1840.0,L,"COLUMBUS, OH",18140.0,"Columbus, OH",Midwest,FAIRFIELD,OH,36230,39045,1840.0,L,"COLUMBUS, OH",18140.0,"Columbus, OH"
County,OH,Franklin County,39049,1.7,1.3,0.8,0.7,0.9,0.8,0.7,FRANKLIN,OH,36250,39049,1840.0,L,"COLUMBUS, OH",18140.0,"Columbus, OH",Midwest,FRANKLIN,OH,36250,39049,1840.0,L,"COLUMBUS, OH",18140.0,"Columbus, OH"
County,OH,Greene County,39057,1.4,1.1,1.1,1.1,0.9,1.0,1.1,GREENE,OH,36290,39057,2000.0,,"DAYTON-SPRINGFIELD, OH",19380.0,"Dayton, OH",Midwest,GREENE,OH,36290,39057,2000.0,,"DAYTON-SPRINGFIELD, OH",19380.0,"Dayton, OH"
County,OH,Hamilton County,39061,1.6,1.0,0.9,0.7,0.9,0.9,0.8,HAMILTON,OH,36310,39061,1640.0,L,"CINCINNATI, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN",Midwest,HAMILTON,OH,36310,39061,1640.0,L,"CINCINNATI, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN"
County,OH,Lake County,39085,2.0,1.4,1.0,0.8,1.1,0.9,0.5,LAKE,OH,36440,39085,1680.0,L,"CLEVELAND-LORAIN-ELYRIA, OH",17460.0,"Cleveland-Elyria-Mentor, OH",Midwest,LAKE,OH,36440,39085,1680.0,L,"CLEVELAND-LORAIN-ELYRIA, OH",17460.0,"Cleveland-Elyria-Mentor, OH"
County,OH,Licking County,39089,1.6,1.4,0.9,0.6,0.7,0.6,0.7,LICKING,OH,36460,39089,1840.0,L,"COLUMBUS, OH",18140.0,"Columbus, OH",Midwest,LICKING,OH,36460,39089,1840.0,L,"COLUMBUS, OH",18140.0,"Columbus, OH"
County,OH,Lorain County,39093,1.7,1.2,0.9,0.6,1.0,0.9,1.0,LORAIN,OH,36480,39093,1680.0,L,"CLEVELAND-LORAIN-ELYRIA, OH",17460.0,"Cleveland-Elyria-Mentor, OH",Midwest,LORAIN,OH,36480,39093,1680.0,L,"CLEVELAND-LORAIN-ELYRIA, OH",17460.0,"Cleveland-Elyria-Mentor, OH"
County,OH,Lucas County,39095,2.3,1.7,1.2,1.1,1.2,1.3,1.3,LUCAS,OH,36490,39095,8400.0,,"TOLEDO, OH",45780.0,"Toledo, OH",Midwest,LUCAS,OH,36490,39095,8400.0,,"TOLEDO, OH",45780.0,"Toledo, OH"
County,OH,Mahoning County,39099,2.0,1.3,0.8,0.8,1.1,1.2,1.0,MAHONING,OH,36510,39099,9320.0,,"YOUNGSTOWN-WARREN, OH",49660.0,"Youngstown-Warren-Boardman, OH-PA",Midwest,MAHONING,OH,36510,39099,9320.0,,"YOUNGSTOWN-WARREN, OH",49660.0,"Youngstown-Warren-Boardman, OH-PA"
County,OH,Medina County,39103,1.0,0.6,0.6,0.2,0.6,0.8,0.5,MEDINA,OH,36530,39103,1680.0,L,"CLEVELAND-LORAIN-ELYRIA, OH",17460.0,"Cleveland-Elyria-Mentor, OH",Midwest,MEDINA,OH,36530,39103,1680.0,L,"CLEVELAND-LORAIN-ELYRIA, OH",17460.0,"Cleveland-Elyria-Mentor, OH"
County,OH,Montgomery County,39113,1.5,1.0,1.0,1.0,1.0,1.0,0.9,MONTGOMERY,OH,36580,39113,2000.0,,"DAYTON-SPRINGFIELD, OH",19380.0,"Dayton, OH",Midwest,MONTGOMERY,OH,36580,39113,2000.0,,"DAYTON-SPRINGFIELD, OH",19380.0,"Dayton, OH"
County,OH,Portage County,39133,1.3,0.9,0.6,0.9,0.6,0.7,0.7,PORTAGE,OH,36680,39133,80.0,,"AKRON, OH",10420.0,"Akron, OH",Midwest,PORTAGE,OH,36680,39133,80.0,,"AKRON, OH",10420.0,"Akron, OH"
County,OH,Stark County,39151,2.0,1.5,1.1,1.2,1.4,1.5,1.0,STARK,OH,36770,39151,1320.0,,"CANTON-MASSILLON, OH",15940.0,"Canton-Massillon, OH",Midwest,STARK,OH,36770,39151,1320.0,,"CANTON-MASSILLON, OH",15940.0,"Canton-Massillon, OH"
County,OH,Summit County,39153,2.0,1.2,1.1,0.8,1.0,1.2,0.9,SUMMIT,OH,36780,39153,80.0,,"AKRON, OH",10420.0,"Akron, OH",Midwest,SUMMIT,OH,36780,39153,80.0,,"AKRON, OH",10420.0,"Akron, OH"
County,OH,Trumbull County,39155,2.5,1.7,1.7,1.4,1.6,1.0,1.2,TRUMBULL,OH,36790,39155,9320.0,,"YOUNGSTOWN-WARREN, OH",49660.0,"Youngstown-Warren-Boardman, OH-PA",Midwest,TRUMBULL,OH,36790,39155,9320.0,,"YOUNGSTOWN-WARREN, OH",49660.0,"Youngstown-Warren-Boardman, OH-PA"
County,OH,Warren County,39165,0.9,0.8,0.8,0.7,0.5,0.6,0.7,WARREN,OH,36840,39165,1640.0,L,"CINCINNATI, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN",Midwest,WARREN,OH,36840,39165,1640.0,L,"CINCINNATI, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN"
